web-scraper-order,web-scraper-start-url,halaman_pencarian,judul,excerpt,author,link_pencarian,link_pencarian-href
"1700584947-530","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=70&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Pemanfaatan Metode Multiclass Support Vector Machine dalam Klasifikasi Penyakit Daun Kacang Tanah","… bahan makanan untuk manusia ataupun hewan ternak dan bahkan digunakan … kecerdasan 

buatan. Teknik pengolahan citra yang bisa digunakan untuk mengidentifikasi penyakit daun …","BRR Fakhrunnia, J Sesoca - SMARTICS Journal, 2023 - ejournal.unikama.ac.id","[PDF] unikama.ac.id","https://ejournal.unikama.ac.id/index.php/jst/article/download/9077/4117"
"1700584947-531","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=70&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Menangkal Ramalan Thanos dengan Inovasi","… hewan-hewan liar saat mereka menginvasi area hewan … Metode ini juga mengurangi risiko 

penyakit dari hewan (… mesin yang didukung kecerdasan buatan banyak menggantikan fungsi …","S Emantoko - 2023 - repository.ubaya.ac.id","[PDF] ubaya.ac.id","http://repository.ubaya.ac.id/44805/1/Sulistiyo%20Emantoko_Menangkal%20Ramalan%20Thanos%20dengan%20Inovasi.pdf"
"1700584947-532","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=70&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","DETEKSI KANKER KULIT MELANOMA MENGGUNAKAN MOBILENETV2 CONVOLUTIONAL NEURAL NETWORK BERBASIS ANDROID","… sebuah aplikasi yang mampu mendeteksi penyakit yang menyerang daun padi. Penelitian 

ini … Dengan demikian, Deep Learning sangat penting untuk kecerdasan buatan karena dapat …","MFF ROZI - 2023 - repository.unissula.ac.id","[PDF] unissula.ac.id","http://repository.unissula.ac.id/32033/1/Teknik%20Informatika_32601900021_fullpdf.pdf"
"1700584947-533","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=70&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Perkembangan Tren teknologi Deteksi Kemurnian: Susu Sebuah Ulasan","… ) oleh manusia dan hewan yang didalamnya terkandung zat … dipertimbangkan, sistem 

Kecerdasan Buatan di sini disajikan … system deteksi misal positif terdeteksi pemalsuan atau sakit. …","S Bukhori, YA Auliya, M Zarkasi, T Dharmawan - 2023 - books.google.com","Perkembangan Tren teknologi Deteksi Kemurnian: Susu Sebuah Ulasan","https://books.google.com/books?hl=en&lr=&id=dmivEAAAQBAJ&oi=fnd&pg=PA23&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=dNUW2xV8t_&sig=L_EBDssR6QltzNp7fgzy8EW3YPo"
"1700584947-534","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=70&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Sistem Pakar Akurasi dalam Mengidentifikasi Penyakit Gingivitis pada Gigi Manusia dengan Metode Naive Bayes","… Sistem Pakar (SP) merupakan salah satu bagian dari kecerdasan buatan [9]. Suatu 

sistem disebut cerdas jika dapat memecahkan masalah secara mandiri dan efisien. …","R Yuliza - Jurnal Sistim Informasi dan Teknologi, 2023 - jsisfotek.org","[PDF] jsisfotek.org","https://jsisfotek.org/index.php/JSisfotek/article/download/157/118"
"1700584950-535","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=60&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","SARS-CoV-2 Detection From Lung CT-scan Images Using Fine Tuning Concept on Deep-CNN Pretrained Model","… serta sejumlah hewan hidup seperti … sakit dari Sao Paulo, Brasil. Tujuan dari kumpulan 

data ini adalah untuk mendorong penelitian dan pengembangan metode kecerdasan buatan …","SY Prasetyo - CESS (Journal of Computer Engineering, System …, 2023 - jurnal.unimed.ac.id","[PDF] unimed.ac.id","https://jurnal.unimed.ac.id/2012/index.php/cess/article/download/40897/pdf"
"1700584950-536","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=60&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Sistem Pakar Dalam Mendiagnosa Dini Penyakit Glaukoma Dengan Menggunakan Metode Teorema Bayes","… Sistem Pakar adalah program kecerdasan buatan yang menggabungkan pangkalan 

pengetahuan base dengan sistem inferensi untuk menirukan seorang pakar. Sistem pakar …","P Purwadi, F Taufik, M Dahria… - Jurnal SAINTIKOM …, 2023 - ojs.trigunadharma.ac.id","[PDF] trigunadharma.ac.id","http://ojs.trigunadharma.ac.id/index.php/jis/article/download/7981/2228"
"1700584950-537","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=60&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Implementasi Metode Certainty Factor Untuk Mendiagnosa Penyakit Pada Ayam Kampung","… Sistem Pakar merupakan sebuah cabang dari kecerdasan buatan yang memiliki … hewan 

yang erat kaitannya dengan kemampuan suatu komputer untuk mendiagnosa suatu penyakit …","M Ramadhan, M Hutasuhut, H Jaya… - Jurnal Teknologi …, 2023 - ojs.trigunadharma.ac.id","[PDF] trigunadharma.ac.id","http://ojs.trigunadharma.ac.id/index.php/jsk/article/download/7949/2161"
"1700584950-538","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=60&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENERAPAN METODE CASE BASED REASONING UNTUK IDENTIFIKASI HAMA DAN PENYAKIT TANAMAN PADI BERBASIS WEB STUDI KASUS KABUPATEN …","… Sistem pakar merupakan cabang ilmu kecerdasan buatan … masalah dengan menelusuri 

gejala-gejala yang mirip atau yang … padi merupakan semua hewan yang merusak tanaman padi …","R Gunawan - Prosiding Seminar Nasional Mahasiswa …, 2023 - senafti.budiluhur.ac.id","[PDF] budiluhur.ac.id","https://senafti.budiluhur.ac.id/index.php/senafti/article/download/1016/584"
"1700584950-539","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=60&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENGGUNAAN TEKNOLOGI MACHINE LEARNING UNTUK KLASIFIKASI PENYAKIT KULIT PADA KEGIATAN STUDI INDEPENDEN BERSERTIFIKAT DICODING","… menginvasi kulit manusia atau hewan. Prevalensi skabies yang … mendeteksi penyakit kulit 

yang dideritanya. Machine learning merupakan salah satu cabang ilmu Kecerdasan Buatan (…","D Bramantya, AAINE Karyawati… - Jurnal Pengabdian …, 2023 - ejournal1.unud.ac.id","[PDF] unud.ac.id","https://ejournal1.unud.ac.id/index.php/jupita/article/download/345/314"
"1700584950-540","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=60&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Pengembangan Alat Pengusir Hama Tikus di Lahan Persawahan Menggunakan Sensor PIR dan Penguatan Ultrasonik untuk Petani","… dan hewan pengganggu yang menjijikan di perumahan. Hewan ini juga membawa, 

menyebarkan dan menularkan berbagai penyakit kepada manusia, ternak dan hewan peliharaan. …","A Nurfauzan - Information Technology Education Journal, 2023 - journal.unm.ac.id","[PDF] unm.ac.id","https://journal.unm.ac.id/index.php/INTEC/article/download/476/367"
"1700584950-541","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=60&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Pragnosis Penyakit Ayam Dengan Metode Forward dan Backward Chaining (FBC) Pilar Android","… Ayam merupakan hewan yang dipelihara oleh masyarakat untuk keperluan usaha atau … 

penyakit kucing terhadap kulit juga awal untuk mengaplikasikan kecerdasan buatan dalam …","S Hady, Y Rumakat - Jurnal Fokus Elektroda: Energi Listrik …, 2023 - elektroda.uho.ac.id","[PDF] uho.ac.id","https://elektroda.uho.ac.id/index.php/journal/article/download/71/30"
"1700584950-542","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=60&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Deteksi penyakit daun tomat menggunakan gabor filter dan algoritma support vector machine","… Karena dimuka bumi ini tidak hanya mausia yang hidup melainkan ada hewan dan … Machine 

Learning Clasifier: Bagian dari bidang kecerdasan buatan (AI) dan ilmu komputer, berfokus …","M Habibullah - 2023 - etheses.uin-malang.ac.id","[PDF] uin-malang.ac.id","http://etheses.uin-malang.ac.id/51107/1/18610032.pdf"
"1700584950-543","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=60&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENERAPAN SISTEM PAKAR BERBASIS FRAME UNTUK IDENTIFIKASI JENIS PADA RAS KUCING","… Sistem pakar adalah cabang keahlian di bidang kecerdasan buatan (artificial intelligence) … 

Pada penelitian ini akan dikumpulkan data-data dari seorang pakar yaitu dokter hewan …","IP Sari, L Trisnawati, N Silviana - Rabit: Jurnal Teknologi dan …, 2023 - jurnal.univrab.ac.id","[PDF] univrab.ac.id","http://jurnal.univrab.ac.id/index.php/rabit/article/download/2703/1364"
"1700584950-544","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=60&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Implementasi Neural Network untuk klasifikasi fungsi barang milik Daerah Pemerintah Kota Madiun Berbasis Web","… Dewasa kini sistem kecerdasan buatan telah membantu … , sistem informasi dan kecerdasan 

buatan untuk membantu dalam … sistem informasi, kecerdasan buatan dan pengelolaan aset …","MG Akbar - 2023 - etheses.uin-malang.ac.id","[PDF] uin-malang.ac.id","http://etheses.uin-malang.ac.id/53162/7/19650078.pdf"
"1700584953-545","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=50&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Sistem Pakar: Deteksi Virus Covid-19 Menggunakan Metode Forward Chaining","… hewan ketika menyerang manusia corona virus biasanya menyebabkan penyakit infeksi … 

) Sistem pakar adalah cabang kecerdasan buatan yang mengunakan pengetahuan ahli untuk …","S Dwiasnati, A Hartanto - Seminar Nasional Penelitian dan …, 2023 - prosiding.uhb.ac.id","[PDF] uhb.ac.id","https://prosiding.uhb.ac.id/index.php/SNPPKM/article/download/1184/481"
"1700584953-546","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=50&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","DIAGNOSA KECANDUAN GADGET PADA ANAK USIA DINI DENGAN METODE FUZZY MAMDANI DAN SUGENO","… kembang kan oleh salah satu pakar kecerdasan buatan … itu sistem pakar atau kecerdasan 

buatan ini di perkenalkan … suatu penyakit yang di alami pada manusia, hewan maupun …","R Setiawan - 2023 - repository.unas.ac.id","[PDF] unas.ac.id","http://repository.unas.ac.id/6966/6/BAB%20II.pdf"
"1700584953-547","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=50&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","DEVELOPMENT OF ARTIFICIAL INTELLIGENCE APPLICATIONS (Studi Kasus & Implementasi AI Menggunakan Berbagai Bahasa Pemrograman","… jenis yaitu kecerdasan buatan yang kuat dan kecerdasan buatan yang lemah. Kecerdasan 

buatan … AI digunakan untuk membangun mesin canggih yang dapat mendeteksi penyakit dan …","HP Putro, TW Widyaningsih, I Englishtina, E Nursanty… - 2023 - books.google.com","DEVELOPMENT OF ARTIFICIAL INTELLIGENCE APPLICATIONS (Studi Kasus & Implementasi AI Menggunakan Berbagai Bahasa Pemrograman","https://books.google.com/books?hl=en&lr=&id=TxWtEAAAQBAJ&oi=fnd&pg=PP1&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=qndtSR7pOR&sig=R-AsETNDDxHxMujZ4OhRuSsM4js"
"1700584953-548","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=50&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Penerapan Metode Hybrid Case Based dalam Diagnosis Penyakit pada Tanaman Karet","… teknik kecerdasan buatan … penyakit yang disebabkan oleh jamur, hama, hewan, dan 

bahkan sel-sel ganas. Bisnis perkebunan karet dapat mengalami kerugian akibat penyakit-penyakit …","LS Ningsih, SP Sitorus, R Pane - JURNAL MEDIA …, 2023 - ejurnal.stmik-budidarma.ac.id","[PDF] stmik-budidarma.ac.id","https://www.ejurnal.stmik-budidarma.ac.id/index.php/mib/article/download/6551/3590"
"1700584953-549","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=50&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENGANTAR SISTEM PAKAR: Studi Kasus Perancangan Sistem Pakar SEHATI (Sehat Suami dan Istri)","… pengenalan apa itu kecerdasan buatan termasuk apa itu … pakar untuk mendiagnosis penyakit. 

Penulis menyampaikan rasa … hewan adalah mamalia dan pemakan daging THEN hewan …","SMS Winarsih - 2023 - books.google.com","PENGANTAR SISTEM PAKAR: Studi Kasus Perancangan Sistem Pakar SEHATI (Sehat Suami dan Istri)","https://books.google.com/books?hl=en&lr=&id=BrfQEAAAQBAJ&oi=fnd&pg=PA1&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=K0vU-eGSoV&sig=p5Si4d05Oestpno-EQskJIjn1Dw"
"1700584953-550","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=50&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","FARMASETIKA: DASAR-DASAR ILMU FARMASI","… dan toksikologi pada hewan percobaan. Percobaan pada … big data dan kecerdasan buatan 

sedang merevolusi industri … Pertama, deteksi penyakit pada tahap awal memungkinkan …","H Wijaya, ES Syamsul, DR Octavia, L Mardiana… - 2023 - books.google.com","FARMASETIKA: DASAR-DASAR ILMU FARMASI","https://books.google.com/books?hl=en&lr=&id=8BTTEAAAQBAJ&oi=fnd&pg=PR5&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=0rDTct_Bsy&sig=Jh1qKGROyQkBy2XteINZSlyCLEM"
"1700584953-551","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=50&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","TRANSFORMASI DIGITAL: MEMAHAMI INTERNET OF THINGS","… Kemudian, kecerdasan buatan dan pembelajaran mesin mulai mengambil alih, memberikan 

perangkat dan sistem kemampuan untuk 'belajar' dari data dan menghasilkan keputusan …","M Rizal, AY Rukmana, AA Permana, MI Fianty… - 2023 - books.google.com","TRANSFORMASI DIGITAL: MEMAHAMI INTERNET OF THINGS","https://books.google.com/books?hl=en&lr=&id=gCzWEAAAQBAJ&oi=fnd&pg=PA228&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=cKr28EA62Z&sig=Bnyijg7axvpLcHUKvpk41R_KKj0"
"1700584953-552","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=50&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Sistem Pakar Diagnosa Penyakit Tanaman Padi Menggunakan Metode Forward Chaining","… adanya pakar dalam sektor buatan, sehingga petani membutuhkan sistem kecerdasan … 

gejala penyakit pada tanaman padi yang digunakan pada penelitian ini berjumlah 45 gejala…","FG Darussalam, H Yulianton - Joutica: Journal of Informatic …, 2023 - jurnalteknik.unisla.ac.id","[PDF] unisla.ac.id","https://jurnalteknik.unisla.ac.id/index.php/informatika/article/download/1096/678"
"1700584953-553","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=50&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","AHP-CBR Untuk Deteksi Dini Stunting Pada Balita Menggunakan Algoritma Similaritas KNN","… 36 gejala dan 5 penyakit stunting, sehingga menghasilkan tiga kelompok bobot, yaitu gejala 

berat dengan bobot 0,63, gejala … Kecerdasan buatan (Artificial Intelligence) adalah cabang …","HI Purwanto, S Wibisono - … FOR EDUCATORS AND …, 2023 - ejournal-binainsani.ac.id","[PDF] ejournal-binainsani.ac.id","http://ejournal-binainsani.ac.id/index.php/ITBI/article/download/2121/1504"
"1700584953-554","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=50&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Sistem Pakar Diagnosa Penyakit Pada Ayam Pedaging Berbasis Web Menggunakan Metode Certainty Factor","… hewan maupun pakar ahli menjadi kendala bagi para peternak untuk kurang mengetahuinya 

mengenai macam-macam gejala dan penyakit … salah satu teknik Kecerdasan Buatan yang …","EDS Mulyani, T Mufizar… - E-JURNAL JUSITI …, 2023 - ejurnal.dipanegara.ac.id","[PDF] dipanegara.ac.id","https://www.ejurnal.dipanegara.ac.id/index.php/jusiti/article/download/1275/964"
"1700584956-555","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=40&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Penerapan Metode Dempster Shafer Pada Penyakit Radang Usus","… Sistem pakar merupakan salah satu bidang pengembangan kecerdasan buatan yang 

banyak diminati karena diterapkan di berbagai bidang, seperti sains dan bisnis, serta sangat …","YP Hastuty, M Ramadhan… - Jurnal Sistem Informasi …, 2023 - ojs.trigunadharma.ac.id","[PDF] trigunadharma.ac.id","https://ojs.trigunadharma.ac.id/index.php/jsi/article/download/5375/2129"
"1700584956-556","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=40&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Alat Ukur Tingkat Pencemaran Udara (Karbon Monoksida (Co) dan Nitrogen Dioksida (No2)) pada Sektor Pertanian Berbasis Iot","… Pada manusia akan menimbulkan penyakit berbahaya seperti … udara mempengaruhi 

kesehatan manusia, hewan, tumbuhan, … sebuah sistem yang mampu mendeteksi gas CO dan …","AH Utomo, E Andrianto… - Jurnal Kecerdasan Buatan …, 2023 - ojs.ninetyjournal.com","[PDF] ninetyjournal.com","http://ojs.ninetyjournal.com/index.php/JKBTI/article/download/31/13"
"1700584956-557","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=40&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Penalaran Forward Chaining dalam Mendiagnosa Penyakit Pada Hewan Pelihara Kucing","… anjing dalam mendiagnosis penyakit anjing sehingga mereka dapat melakukan pertolongan 

… untuk anjing kesayangan mereka atau pengobatan mandiri untuk penyakit anjing yang …","S Arfida, H Wibowo, K Artaye… - … (Jurnal Penelitian Ilmu …, 2023 - jurnal.polsri.ac.id","[PDF] polsri.ac.id","https://jurnal.polsri.ac.id/index.php/jupiter/article/download/6654/2516"
"1700584956-558","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=40&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","SISTEM PAKAR IDENTIFIKASI PENYAKIT ANJING MENGGUNAKAN METODE CERTAINTY FACTOR","… atau gejala penyakit anjing dan juga sulitnya berkonsultasi kepada dokter hewan dikarenakan 

… Certainty Factor (CF) adalah suatu metode dalam sistem kecerdasan buatan (artificial …","E Wardanai - Jurnal Teknologi Pintar, 2023 - teknologipintar.org","[PDF] teknologipintar.org","http://teknologipintar.org/index.php/teknologipintar/article/download/364/350"
"1700584956-559","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=40&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Aplikasi Android Untuk Diagnosa Penyakit Kelamin Pada Pria Metode Forward Chaining","… Artificial Intelegence(AI) atau Kecerdasan buatan yang terdapat pada aplikasi sistem … [2] 

khususnya untuk diagnosa penyakit manusia, hewan ataupun tumbuhan. Banyak orang yang …","IF Yusuf, JS Pratama, HH Fauzi - … TEKNOLOGI & SAINS …, 2023 - proceeding.unpkediri.ac.id","[PDF] unpkediri.ac.id","https://proceeding.unpkediri.ac.id/index.php/stains/article/download/2875/2032"
"1700584956-560","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=40&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Komparasi Algoritma Machine Learning untuk Klasifikasi Gejala Coronavirus Disease 19 (Covid-19)","… dari hewan ke manusia, menyebabkan berbagai gejala seperti batuk, pilek, demam, sakit 

… Machine learning adalah bentuk kecerdasan buatan yang bertujuan untuk menggantikan …","M Napiah, RD Astuti, EK Pratama - Computer Science (CO-SCIENCE …, 2023 - jurnal.bsi.ac.id","[PDF] bsi.ac.id","http://jurnal.bsi.ac.id/index.php/co-science/article/download/1984/1308"
"1700584956-561","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=40&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","CORPORATE FARMING DAN SMART AGRICULTURE (PERTANIAN KORPORASI CERDAS)","… instrumen elektronik (robot dan kecerdasan buatan) dengan dunia fasilitas transformasi dan 

… pengolahan tanah dan alat transportasi yang ditarik hewan. Namun dalam waktu dekat, …","T Subiono - Pembangunan Pertanian Dan Peternakan …, 2023 - books.google.com","CORPORATE FARMING DAN SMART AGRICULTURE (PERTANIAN KORPORASI CERDAS)","https://books.google.com/books?hl=en&lr=&id=fW_LEAAAQBAJ&oi=fnd&pg=PA211&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=IOQrJLg4EG&sig=VS-H3tTE5fNGsEETgtBoVrLCqpM"
